       Step     Time          Energy          fmax
LBFGS:   29 15:58:40    -1105.789551        0.087020
LBFGS:   30 15:58:40    -1105.800415        0.088350
LBFGS:   31 15:58:40    -1105.803833        0.053867
LBFGS:   32 15:58:40    -1105.805054        0.046371
LBFGS:   33 15:58:40    -1105.805664        0.047490
LBFGS:   34 15:58:40    -1105.807251        0.048304
LBFGS:   35 15:58:40    -1105.809204        0.046180
LBFGS:   36 15:58:40    -1105.811035        0.040975
LBFGS:   37 15:58:40    -1105.812012        0.039857
LBFGS:   38 15:58:40    -1105.812378        0.041297
LBFGS:   39 15:58:41    -1105.812988        0.043233
LBFGS:   40 15:58:41    -1105.814209        0.046999
LBFGS:   41 15:58:41    -1105.815796        0.051637
LBFGS:   42 15:58:41    -1105.817139        0.054060
LBFGS:   43 15:58:41    -1105.817749        0.054267
LBFGS:   44 15:58:41    -1105.818237        0.054181
LBFGS:   45 15:58:41    -1105.818848        0.054307
LBFGS:   46 15:58:41    -1105.820190        0.054111
LBFGS:   47 15:58:41    -1105.821655        0.050748
LBFGS:   48 15:58:41    -1105.822754        0.046221
LBFGS:   49 15:58:41    -1105.823242        0.045010
LBFGS:   50 15:58:41    -1105.823730        0.044055
LBFGS:   51 15:58:41    -1105.824463        0.041627
LBFGS:   52 15:58:41    -1105.825439        0.033625
LBFGS:   53 15:58:41    -1105.826172        0.028681
LBFGS:   54 15:58:41    -1105.826538        0.022554
LBFGS:   55 15:58:41    -1105.826782        0.021285
LBFGS:   56 15:58:41    -1105.827026        0.020046
LBFGS:   57 15:58:41    -1105.827515        0.023499
LBFGS:   58 15:58:41    -1105.828003        0.028102
LBFGS:   59 15:58:41    -1105.828247        0.025578
LBFGS:   60 15:58:41    -1105.828369        0.020399
LBFGS:   61 15:58:41    -1105.828491        0.014982
LBFGS:   62 15:58:42    -1105.828613        0.012554
LBFGS:   63 15:58:42    -1105.828857        0.013237
LBFGS:   64 15:58:42    -1105.828979        0.016853
LBFGS:   65 15:58:42    -1105.829102        0.015384
LBFGS:   66 15:58:42    -1105.829102        0.012641
LBFGS:   67 15:58:42    -1105.829224        0.009641
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 15:58:49    -1105.632324        0.114181
LBFGS:    1 15:58:50    -1105.633789        0.111753
LBFGS:    2 15:58:52    -1105.653931        0.056904
LBFGS:    3 15:58:52    -1105.654297        0.057519
LBFGS:    4 15:58:52    -1105.659546        0.061728
LBFGS:    5 15:58:52    -1105.660278        0.059789
LBFGS:    6 15:58:52    -1105.660767        0.057599
LBFGS:    7 15:58:52    -1105.661499        0.055339
LBFGS:    8 15:58:52    -1105.662964        0.053202
LBFGS:    9 15:58:52    -1105.664551        0.053480
LBFGS:   10 15:58:53    -1105.665649        0.055278
LBFGS:   11 15:58:53    -1105.666016        0.056943
LBFGS:   12 15:58:53    -1105.666504        0.058404
LBFGS:   13 15:58:53    -1105.667358        0.060421
LBFGS:   14 15:58:53    -1105.668823        0.060718
LBFGS:   15 15:58:53    -1105.670410        0.056483
LBFGS:   16 15:58:53    -1105.671387        0.054668
LBFGS:   17 15:58:53    -1105.671997        0.055539
LBFGS:   18 15:58:53    -1105.672607        0.056899
LBFGS:   19 15:58:53    -1105.673950        0.058751
LBFGS:   20 15:58:53    -1105.675537        0.057685
LBFGS:   21 15:58:53    -1105.676880        0.050332
LBFGS:   22 15:58:53    -1105.677490        0.043763
LBFGS:   23 15:58:53    -1105.677979        0.040755
LBFGS:   24 15:58:53    -1105.678711        0.038031
LBFGS:   25 15:58:53    -1105.679688        0.032589
LBFGS:   26 15:58:53    -1105.680786        0.030313
LBFGS:   27 15:58:53    -1105.681274        0.035253
LBFGS:   28 15:58:53    -1105.681519        0.030533
LBFGS:   29 15:58:53    -1105.681763        0.022368
LBFGS:   30 15:58:53    -1105.682007        0.019951
LBFGS:   31 15:58:53    -1105.682739        0.022605
LBFGS:   32 15:58:53    -1105.683105        0.016601
LBFGS:   33 15:58:54    -1105.683228        0.012552
LBFGS:   34 15:58:54    -1105.683228        0.013470
LBFGS:   35 15:58:54    -1105.683350        0.013862
LBFGS:   36 15:58:54    -1105.683594        0.014088
LBFGS:   37 15:58:54    -1105.683716        0.011565
LBFGS:   38 15:58:54    -1105.683838        0.008358
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 15:59:01    -1105.712769        0.139627
LBFGS:    1 15:59:02    -1105.714844        0.136859
LBFGS:    2 15:59:04    -1105.746704        0.105370
LBFGS:    3 15:59:04    -1105.747681        0.105892
LBFGS:    4 15:59:04    -1105.764893        0.119907
LBFGS:    5 15:59:04    -1105.768066        0.121720
LBFGS:    6 15:59:04    -1105.771362        0.149199
LBFGS:    7 15:59:04    -1105.775024        0.153185
LBFGS:    8 15:59:04    -1105.784302        0.141178
LBFGS:    9 15:59:04    -1105.791992        0.115882
LBFGS:   10 15:59:05    -1105.799561        0.105567
LBFGS:   11 15:59:05    -1105.802368        0.129986
LBFGS:   12 15:59:05    -1105.804932        0.128609
LBFGS:   13 15:59:05    -1105.809814        0.096482
LBFGS:   14 15:59:05    -1105.814941        0.048629
LBFGS:   15 15:59:05    -1105.817383        0.049814
LBFGS:   16 15:59:05    -1105.818115        0.055238
LBFGS:   17 15:59:05    -1105.818726        0.049799
LBFGS:   18 15:59:05    -1105.819702        0.032974
LBFGS:   19 15:59:05    -1105.820923        0.028253
LBFGS:   20 15:59:05    -1105.821655        0.032537
LBFGS:   21 15:59:05    -1105.821899        0.032410
LBFGS:   22 15:59:05    -1105.822144        0.026951
LBFGS:   23 15:59:05    -1105.822510        0.023512
LBFGS:   24 15:59:05    -1105.822998        0.022714
LBFGS:   25 15:59:05    -1105.823486        0.018815
LBFGS:   26 15:59:05    -1105.823730        0.021436
LBFGS:   27 15:59:05    -1105.823853        0.017502
LBFGS:   28 15:59:05    -1105.823975        0.013324
LBFGS:   29 15:59:05    -1105.824341        0.014883
LBFGS:   30 15:59:05    -1105.824585        0.013532
LBFGS:   31 15:59:05    -1105.824951        0.017280
LBFGS:   32 15:59:05    -1105.824951        0.014003
LBFGS:   33 15:59:06    -1105.825073        0.011539
LBFGS:   34 15:59:06    -1105.825195        0.012249
LBFGS:   35 15:59:06    -1105.825439        0.011440
LBFGS:   36 15:59:06    -1105.825684        0.011428
LBFGS:   37 15:59:06    -1105.825806        0.009894
       Step     Time          Energy          fmax
LBFGS:    0 15:59:07    -1105.614380        0.373042
LBFGS:    1 15:59:08    -1105.618896        0.356373
LBFGS:    2 15:59:10    -1105.652466        0.265131
LBFGS:    3 15:59:10    -1105.654175        0.224410
LBFGS:    4 15:59:10    -1105.659546        0.099571
LBFGS:    5 15:59:10    -1105.664673        0.113598
LBFGS:    6 15:59:10    -1105.671265        0.100092
LBFGS:    7 15:59:10    -1105.672852        0.107798
LBFGS:    8 15:59:10    -1105.673828        0.098434
LBFGS:    9 15:59:10    -1105.675171        0.079616
LBFGS:   10 15:59:10    -1105.677368        0.076436
LBFGS:   11 15:59:10    -1105.679810        0.083285
LBFGS:   12 15:59:11    -1105.681763        0.072362
LBFGS:   13 15:59:11    -1105.683105        0.072733
LBFGS:   14 15:59:11    -1105.683716        0.056473
LBFGS:   15 15:59:11    -1105.684326        0.039654
LBFGS:   16 15:59:11    -1105.685669        0.043382
LBFGS:   17 15:59:11    -1105.686768        0.043676
LBFGS:   18 15:59:11    -1105.687378        0.051204
LBFGS:   19 15:59:11    -1105.687744        0.042278
LBFGS:   20 15:59:11    -1105.688110        0.034536
LBFGS:   21 15:59:11    -1105.688599        0.034441
LBFGS:   22 15:59:11    -1105.689331        0.029385
LBFGS:   23 15:59:11    -1105.689941        0.034457
LBFGS:   24 15:59:11    -1105.690308        0.033641
LBFGS:   25 15:59:11    -1105.690552        0.025152
LBFGS:   26 15:59:11    -1105.690796        0.019246
LBFGS:   27 15:59:11    -1105.691162        0.024235
LBFGS:   28 15:59:11    -1105.691650        0.025940
LBFGS:   29 15:59:11    -1105.692017        0.028472
LBFGS:   30 15:59:11    -1105.692261        0.027501
LBFGS:   31 15:59:11    -1105.692383        0.023944
LBFGS:   32 15:59:11    -1105.692505        0.019246
LBFGS:   33 15:59:11    -1105.692871        0.016671
LBFGS:   34 15:59:11    -1105.693115        0.019879
LBFGS:   35 15:59:12    -1105.693359        0.022950
LBFGS:   36 15:59:12    -1105.693359        0.020901
LBFGS:   37 15:59:12    -1105.693481        0.017179
LBFGS:   38 15:59:12    -1105.693604        0.013203
LBFGS:   39 15:59:12    -1105.693970        0.016908
LBFGS:   40 15:59:12    -1105.694214        0.022189
LBFGS:   41 15:59:12    -1105.694336        0.021224
LBFGS:   42 15:59:12    -1105.694336        0.017574
LBFGS:   43 15:59:12    -1105.694458        0.014755
LBFGS:   44 15:59:12    -1105.694702        0.017726
LBFGS:   45 15:59:12    -1105.694946        0.024137
LBFGS:   46 15:59:12    -1105.695190        0.020846
LBFGS:   47 15:59:12    -1105.695312        0.011242
LBFGS:   48 15:59:12    -1105.695312        0.009498
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 15:59:19    -1105.691040        0.119231
LBFGS:    1 15:59:20    -1105.693115        0.114438
LBFGS:    2 15:59:22    -1105.717041        0.060360
LBFGS:    3 15:59:22    -1105.717529        0.053225
LBFGS:    4 15:59:22    -1105.720215        0.039157
LBFGS:    5 15:59:22    -1105.722046        0.043377
LBFGS:    6 15:59:22    -1105.722900        0.052128
LBFGS:    7 15:59:22    -1105.723267        0.047340
LBFGS:    8 15:59:22    -1105.723755        0.045224
LBFGS:    9 15:59:23    -1105.724609        0.051820
LBFGS:   10 15:59:23    -1105.725830        0.061465
LBFGS:   11 15:59:23    -1105.726807        0.069170
LBFGS:   12 15:59:23    -1105.727417        0.072810
LBFGS:   13 15:59:23    -1105.728027        0.075542
LBFGS:   14 15:59:23    -1105.729126        0.080942
LBFGS:   15 15:59:23    -1105.731323        0.087561
LBFGS:   16 15:59:23    -1105.734131        0.086320
LBFGS:   17 15:59:23    -1105.736816        0.076703
LBFGS:   18 15:59:23    -1105.738525        0.071907
LBFGS:   19 15:59:23    -1105.739502        0.069217
LBFGS:   20 15:59:23    -1105.741089        0.063686
LBFGS:   21 15:59:23    -1105.743652        0.050041
LBFGS:   22 15:59:23    -1105.745850        0.042132
LBFGS:   23 15:59:23    -1105.746948        0.049048
LBFGS:   24 15:59:23    -1105.747437        0.041568
LBFGS:   25 15:59:23    -1105.748047        0.035696
LBFGS:   26 15:59:23    -1105.749146        0.027841
LBFGS:   27 15:59:23    -1105.750366        0.027820
LBFGS:   28 15:59:23    -1105.751099        0.039165
LBFGS:   29 15:59:23    -1105.751343        0.033576
LBFGS:   30 15:59:23    -1105.751587        0.023386
LBFGS:   31 15:59:23    -1105.752075        0.022947
LBFGS:   32 15:59:23    -1105.752563        0.022859
LBFGS:   33 15:59:24    -1105.753052        0.025862
LBFGS:   34 15:59:24    -1105.753296        0.025032
LBFGS:   35 15:59:24    -1105.753418        0.026017
LBFGS:   36 15:59:24    -1105.753662        0.027780
LBFGS:   37 15:59:24    -1105.754028        0.031003
LBFGS:   38 15:59:24    -1105.754639        0.035286
LBFGS:   39 15:59:24    -1105.755005        0.038268
LBFGS:   40 15:59:24    -1105.755249        0.039634
LBFGS:   41 15:59:24    -1105.755493        0.041066
LBFGS:   42 15:59:24    -1105.756104        0.043868
LBFGS:   43 15:59:24    -1105.757080        0.045210
LBFGS:   44 15:59:24    -1105.758179        0.054403
LBFGS:   45 15:59:24    -1105.759277        0.055443
LBFGS:   46 15:59:24    -1105.760010        0.046776
LBFGS:   47 15:59:24    -1105.760620        0.040010
LBFGS:   48 15:59:24    -1105.762085        0.040676
LBFGS:   49 15:59:24    -1105.763916        0.052874
LBFGS:   50 15:59:24    -1105.765381        0.054968
LBFGS:   51 15:59:24    -1105.766113        0.048917
LBFGS:   52 15:59:24    -1105.766602        0.041536
LBFGS:   53 15:59:24    -1105.767212        0.037364
LBFGS:   54 15:59:24    -1105.768555        0.042005
LBFGS:   55 15:59:24    -1105.769775        0.045432
LBFGS:   56 15:59:25    -1105.770386        0.035619
LBFGS:   57 15:59:25    -1105.770630        0.025967
LBFGS:   58 15:59:25    -1105.770874        0.020496
LBFGS:   59 15:59:25    -1105.771362        0.025504
LBFGS:   60 15:59:25    -1105.772095        0.034359
LBFGS:   61 15:59:25    -1105.772461        0.031310
LBFGS:   62 15:59:25    -1105.772705        0.022460
LBFGS:   63 15:59:25    -1105.772705        0.016741
LBFGS:   64 15:59:25    -1105.772827        0.014224
LBFGS:   65 15:59:25    -1105.773071        0.018551
LBFGS:   66 15:59:25    -1105.773315        0.020689
LBFGS:   67 15:59:25    -1105.773560        0.014723
LBFGS:   68 15:59:25    -1105.773560        0.009904
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 15:59:34    -1105.693848        0.211408
LBFGS:    1 15:59:34    -1105.696289        0.207281
LBFGS:    2 15:59:37    -1105.734863        0.100560
LBFGS:    3 15:59:37    -1105.736206        0.095542
LBFGS:    4 15:59:37    -1105.746460        0.098040
LBFGS:    5 15:59:37    -1105.755371        0.103088
LBFGS:    6 15:59:37    -1105.762207        0.092630
LBFGS:    7 15:59:37    -1105.765381        0.084609
LBFGS:    8 15:59:37    -1105.768188        0.091229
LBFGS:    9 15:59:37    -1105.772217        0.099776
LBFGS:   10 15:59:37    -1105.780762        0.117152
LBFGS:   11 15:59:38    -1105.791504        0.153428
LBFGS:   12 15:59:38    -1105.800293        0.198073
LBFGS:   13 15:59:38    -1105.806274        0.200418
LBFGS:   14 15:59:38    -1105.812256        0.178322
LBFGS:   15 15:59:38    -1105.821167        0.173388
LBFGS:   16 15:59:38    -1105.838379        0.131828
LBFGS:   17 15:59:38    -1105.852417        0.130176
LBFGS:   18 15:59:38    -1105.860107        0.130169
LBFGS:   19 15:59:38    -1105.862793        0.114766
LBFGS:   20 15:59:38    -1105.866699        0.132598
LBFGS:   21 15:59:38    -1105.872681        0.121751
LBFGS:   22 15:59:38    -1105.880493        0.114707
LBFGS:   23 15:59:38    -1105.886108        0.142696
LBFGS:   24 15:59:38    -1105.888062        0.125422
LBFGS:   25 15:59:38    -1105.890747        0.089364
LBFGS:   26 15:59:38    -1105.895264        0.058964
LBFGS:   27 15:59:38    -1105.899292        0.051382
LBFGS:   28 15:59:38    -1105.901245        0.070200
LBFGS:   29 15:59:38    -1105.902100        0.060701
LBFGS:   30 15:59:38    -1105.902954        0.042293
LBFGS:   31 15:59:38    -1105.904541        0.040352
LBFGS:   32 15:59:38    -1105.906616        0.039309
LBFGS:   33 15:59:38    -1105.908203        0.048452
LBFGS:   34 15:59:39    -1105.908936        0.041699
LBFGS:   35 15:59:39    -1105.909302        0.037146
LBFGS:   36 15:59:39    -1105.910034        0.028721
LBFGS:   37 15:59:39    -1105.911011        0.033100
LBFGS:   38 15:59:39    -1105.911987        0.038544
LBFGS:   39 15:59:39    -1105.912598        0.041527
LBFGS:   40 15:59:39    -1105.912964        0.042897
LBFGS:   41 15:59:39    -1105.913452        0.045033
LBFGS:   42 15:59:39    -1105.914429        0.049834
LBFGS:   43 15:59:39    -1105.916016        0.053947
LBFGS:   44 15:59:39    -1105.917603        0.050143
LBFGS:   45 15:59:39    -1105.918701        0.044629
LBFGS:   46 15:59:39    -1105.919434        0.041849
LBFGS:   47 15:59:39    -1105.920288        0.039253
LBFGS:   48 15:59:39    -1105.921997        0.040307
LBFGS:   49 15:59:39    -1105.924194        0.052293
LBFGS:   50 15:59:39    -1105.925903        0.043591
LBFGS:   51 15:59:39    -1105.926758        0.033145
LBFGS:   52 15:59:39    -1105.927124        0.033463
LBFGS:   53 15:59:39    -1105.927856        0.035013
LBFGS:   54 15:59:39    -1105.928955        0.034623
LBFGS:   55 15:59:39    -1105.929932        0.034231
LBFGS:   56 15:59:39    -1105.930542        0.025475
LBFGS:   57 15:59:40    -1105.930786        0.024867
LBFGS:   58 15:59:40    -1105.931030        0.024193
LBFGS:   59 15:59:40    -1105.931519        0.027039
LBFGS:   60 15:59:40    -1105.932251        0.030162
LBFGS:   61 15:59:40    -1105.932739        0.026592
LBFGS:   62 15:59:40    -1105.932983        0.026448
LBFGS:   63 15:59:40    -1105.933228        0.026549
LBFGS:   64 15:59:40    -1105.933472        0.026169
LBFGS:   65 15:59:40    -1105.933960        0.026803
LBFGS:   66 15:59:40    -1105.934326        0.028628
LBFGS:   67 15:59:40    -1105.934570        0.022647
LBFGS:   68 15:59:40    -1105.934814        0.020073
LBFGS:   69 15:59:40    -1105.934937        0.019335
LBFGS:   70 15:59:40    -1105.935181        0.017395
LBFGS:   71 15:59:40    -1105.935547        0.020736
LBFGS:   72 15:59:40    -1105.935791        0.018454
LBFGS:   73 15:59:40    -1105.935913        0.012698
LBFGS:   74 15:59:40    -1105.936035        0.010529
LBFGS:   75 15:59:40    -1105.936035        0.011578
LBFGS:   76 15:59:40    -1105.936279        0.017484
LBFGS:   77 15:59:40    -1105.936523        0.020548
LBFGS:   78 15:59:40    -1105.936646        0.017009
LBFGS:   79 15:59:41    -1105.936646        0.012422
LBFGS:   80 15:59:41    -1105.936646        0.009342
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 15:59:48    -1105.654785        0.244395
LBFGS:    1 15:59:49    -1105.657837        0.230714
LBFGS:    2 15:59:51    -1105.692749        0.296412
LBFGS:    3 15:59:51    -1105.695190        0.198640
LBFGS:    4 15:59:51    -1105.697754        0.144316
LBFGS:    5 15:59:51    -1105.706543        0.061563
LBFGS:    6 15:59:51    -1105.708252        0.075355
LBFGS:    7 15:59:51    -1105.708984        0.061038
LBFGS:    8 15:59:51    -1105.709839        0.048525
LBFGS:    9 15:59:51    -1105.711060        0.053346
LBFGS:   10 15:59:51    -1105.713013        0.057368
LBFGS:   11 15:59:51    -1105.714478        0.045799
LBFGS:   12 15:59:52    -1105.714966        0.043004
LBFGS:   13 15:59:52    -1105.715332        0.042084
LBFGS:   14 15:59:52    -1105.715942        0.039857
LBFGS:   15 15:59:52    -1105.716797        0.055032
LBFGS:   16 15:59:52    -1105.717651        0.058730
LBFGS:   17 15:59:52    -1105.718140        0.036522
LBFGS:   18 15:59:52    -1105.718262        0.022742
LBFGS:   19 15:59:52    -1105.718506        0.029885
LBFGS:   20 15:59:52    -1105.718872        0.040510
LBFGS:   21 15:59:52    -1105.719238        0.037993
LBFGS:   22 15:59:52    -1105.719482        0.025692
LBFGS:   23 15:59:52    -1105.719604        0.024601
LBFGS:   24 15:59:52    -1105.719727        0.019158
LBFGS:   25 15:59:52    -1105.719849        0.023233
LBFGS:   26 15:59:52    -1105.719971        0.024472
LBFGS:   27 15:59:52    -1105.720093        0.017791
LBFGS:   28 15:59:52    -1105.720093        0.019028
LBFGS:   29 15:59:52    -1105.720215        0.015927
LBFGS:   30 15:59:52    -1105.720215        0.013669
LBFGS:   31 15:59:52    -1105.720337        0.015658
LBFGS:   32 15:59:52    -1105.720337        0.011656
LBFGS:   33 15:59:52    -1105.720459        0.009939
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:00:00    -1105.731567        0.160696
LBFGS:    1 16:00:00    -1105.733887        0.153457
LBFGS:    2 16:00:03    -1105.761108        0.091097
LBFGS:    3 16:00:03    -1105.761841        0.082650
LBFGS:    4 16:00:03    -1105.769775        0.053590
LBFGS:    5 16:00:03    -1105.771484        0.075636
LBFGS:    6 16:00:03    -1105.772461        0.078924
LBFGS:    7 16:00:03    -1105.773438        0.070122
LBFGS:    8 16:00:03    -1105.775513        0.045066
LBFGS:    9 16:00:03    -1105.777710        0.051500
LBFGS:   10 16:00:03    -1105.779297        0.055703
LBFGS:   11 16:00:03    -1105.779907        0.061332
LBFGS:   12 16:00:03    -1105.780640        0.058454
LBFGS:   13 16:00:03    -1105.781738        0.055128
LBFGS:   14 16:00:03    -1105.783569        0.049683
LBFGS:   15 16:00:03    -1105.785034        0.041792
LBFGS:   16 16:00:04    -1105.785889        0.045553
LBFGS:   17 16:00:04    -1105.786255        0.038012
LBFGS:   18 16:00:04    -1105.786743        0.034305
LBFGS:   19 16:00:04    -1105.787598        0.035294
LBFGS:   20 16:00:04    -1105.788452        0.032779
LBFGS:   21 16:00:04    -1105.788940        0.034362
LBFGS:   22 16:00:04    -1105.789185        0.028978
LBFGS:   23 16:00:04    -1105.789429        0.020056
LBFGS:   24 16:00:04    -1105.789673        0.016567
LBFGS:   25 16:00:04    -1105.790039        0.016215
LBFGS:   26 16:00:04    -1105.790405        0.026971
LBFGS:   27 16:00:04    -1105.790527        0.024630
LBFGS:   28 16:00:04    -1105.790649        0.019230
LBFGS:   29 16:00:04    -1105.790771        0.015265
LBFGS:   30 16:00:04    -1105.791016        0.011353
LBFGS:   31 16:00:04    -1105.791138        0.014666
LBFGS:   32 16:00:04    -1105.791260        0.014984
LBFGS:   33 16:00:04    -1105.791260        0.013023
LBFGS:   34 16:00:04    -1105.791382        0.011199
LBFGS:   35 16:00:04    -1105.791504        0.009769
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:00:11    -1105.690186        0.206115
LBFGS:    1 16:00:12    -1105.692139        0.196660
LBFGS:    2 16:00:15    -1105.714478        0.093543
LBFGS:    3 16:00:15    -1105.715210        0.079126
LBFGS:    4 16:00:15    -1105.716919        0.061113
LBFGS:    5 16:00:15    -1105.719482        0.049299
LBFGS:    6 16:00:15    -1105.721436        0.040897
LBFGS:    7 16:00:15    -1105.722168        0.040522
LBFGS:    8 16:00:15    -1105.722534        0.031149
LBFGS:    9 16:00:15    -1105.722900        0.025298
LBFGS:   10 16:00:15    -1105.723633        0.023008
LBFGS:   11 16:00:15    -1105.724243        0.030656
LBFGS:   12 16:00:15    -1105.724609        0.034462
LBFGS:   13 16:00:15    -1105.724731        0.028327
LBFGS:   14 16:00:15    -1105.724854        0.018878
LBFGS:   15 16:00:15    -1105.724976        0.018782
LBFGS:   16 16:00:15    -1105.725220        0.015532
LBFGS:   17 16:00:15    -1105.725464        0.023346
LBFGS:   18 16:00:15    -1105.725586        0.020223
LBFGS:   19 16:00:16    -1105.725586        0.013965
LBFGS:   20 16:00:16    -1105.725708        0.016432
LBFGS:   21 16:00:16    -1105.725830        0.015251
LBFGS:   22 16:00:16    -1105.725952        0.013840
LBFGS:   23 16:00:16    -1105.726074        0.011301
LBFGS:   24 16:00:16    -1105.726074        0.008211
       Step     Time          Energy          fmax
LBFGS:    0 16:00:17    -1105.699829        0.112344
LBFGS:    1 16:00:18    -1105.701538        0.110282
LBFGS:    2 16:00:20    -1105.722900        0.060527
LBFGS:    3 16:00:20    -1105.723511        0.058230
LBFGS:    4 16:00:20    -1105.731689        0.065609
LBFGS:    5 16:00:20    -1105.732300        0.066892
LBFGS:    6 16:00:20    -1105.733154        0.066083
LBFGS:    7 16:00:20    -1105.734375        0.063533
LBFGS:    8 16:00:20    -1105.736328        0.059033
LBFGS:    9 16:00:20    -1105.737915        0.053916
LBFGS:   10 16:00:21    -1105.738647        0.050742
LBFGS:   11 16:00:21    -1105.739258        0.049357
LBFGS:   12 16:00:21    -1105.740112        0.047425
LBFGS:   13 16:00:21    -1105.741699        0.050748
LBFGS:   14 16:00:21    -1105.744507        0.064530
LBFGS:   15 16:00:21    -1105.748169        0.078428
LBFGS:   16 16:00:21    -1105.750000        0.072604
LBFGS:   17 16:00:21    -1105.752686        0.066464
LBFGS:   18 16:00:21    -1105.754272        0.070837
LBFGS:   19 16:00:21    -1105.757812        0.051870
LBFGS:   20 16:00:21    -1105.761475        0.048541
LBFGS:   21 16:00:21    -1105.762451        0.041763
LBFGS:   22 16:00:21    -1105.762939        0.032838
LBFGS:   23 16:00:21    -1105.763794        0.034945
LBFGS:   24 16:00:21    -1105.765137        0.031200
LBFGS:   25 16:00:21    -1105.766479        0.038053
LBFGS:   26 16:00:21    -1105.767212        0.038302
LBFGS:   27 16:00:21    -1105.767578        0.030778
LBFGS:   28 16:00:21    -1105.767944        0.023039
LBFGS:   29 16:00:21    -1105.768677        0.024114
LBFGS:   30 16:00:21    -1105.769531        0.025075
LBFGS:   31 16:00:21    -1105.770264        0.029143
LBFGS:   32 16:00:21    -1105.770630        0.030922
LBFGS:   33 16:00:22    -1105.770996        0.034052
LBFGS:   34 16:00:22    -1105.771484        0.040525
LBFGS:   35 16:00:22    -1105.772583        0.053505
LBFGS:   36 16:00:22    -1105.774170        0.070268
LBFGS:   37 16:00:22    -1105.775757        0.079512
LBFGS:   38 16:00:22    -1105.777222        0.083750
LBFGS:   39 16:00:22    -1105.778320        0.085604
LBFGS:   40 16:00:22    -1105.780518        0.091143
LBFGS:   41 16:00:22    -1105.784302        0.068300
LBFGS:   42 16:00:22    -1105.788086        0.078550
LBFGS:   43 16:00:22    -1105.792847        0.060137
LBFGS:   44 16:00:22    -1105.795288        0.046638
LBFGS:   45 16:00:22    -1105.795898        0.044739
LBFGS:   46 16:00:22    -1105.799316        0.035356
LBFGS:   47 16:00:22    -1105.801880        0.036838
LBFGS:   48 16:00:22    -1105.803467        0.045227
LBFGS:   49 16:00:22    -1105.804077        0.039323
LBFGS:   50 16:00:22    -1105.804565        0.038139
LBFGS:   51 16:00:22    -1105.805664        0.038963
LBFGS:   52 16:00:22    -1105.807251        0.039141
LBFGS:   53 16:00:22    -1105.808594        0.046240
LBFGS:   54 16:00:22    -1105.809326        0.050242
LBFGS:   55 16:00:22    -1105.809814        0.043439
LBFGS:   56 16:00:23    -1105.810425        0.041110
LBFGS:   57 16:00:23    -1105.811523        0.043079
LBFGS:   58 16:00:23    -1105.812988        0.037157
LBFGS:   59 16:00:23    -1105.813965        0.040526
LBFGS:   60 16:00:23    -1105.814453        0.037167
LBFGS:   61 16:00:23    -1105.814697        0.029217
LBFGS:   62 16:00:23    -1105.815308        0.027469
LBFGS:   63 16:00:23    -1105.816162        0.022618
LBFGS:   64 16:00:23    -1105.816772        0.026565
LBFGS:   65 16:00:23    -1105.817139        0.025447
LBFGS:   66 16:00:23    -1105.817261        0.019156
LBFGS:   67 16:00:23    -1105.817383        0.011990
LBFGS:   68 16:00:23    -1105.817749        0.010606
LBFGS:   69 16:00:23    -1105.817993        0.015939
LBFGS:   70 16:00:23    -1105.818237        0.016751
LBFGS:   71 16:00:23    -1105.818237        0.012278
LBFGS:   72 16:00:23    -1105.818359        0.010341
LBFGS:   73 16:00:23    -1105.818359        0.010553
LBFGS:   74 16:00:23    -1105.818604        0.010268
LBFGS:   75 16:00:23    -1105.818726        0.011925
LBFGS:   76 16:00:23    -1105.818848        0.011604
LBFGS:   77 16:00:23    -1105.818848        0.012180
LBFGS:   78 16:00:23    -1105.818848        0.012930
LBFGS:   79 16:00:24    -1105.818970        0.014362
LBFGS:   80 16:00:24    -1105.819092        0.016648
LBFGS:   81 16:00:24    -1105.819214        0.019013
LBFGS:   82 16:00:24    -1105.819336        0.020343
LBFGS:   83 16:00:24    -1105.819336        0.021189
LBFGS:   84 16:00:24    -1105.819458        0.023013
LBFGS:   85 16:00:24    -1105.819702        0.028349
LBFGS:   86 16:00:24    -1105.820190        0.040707
LBFGS:   87 16:00:24    -1105.820679        0.049531
LBFGS:   88 16:00:24    -1105.821289        0.050548
LBFGS:   89 16:00:24    -1105.821777        0.052213
LBFGS:   90 16:00:24    -1105.822144        0.052859
LBFGS:   91 16:00:24    -1105.823364        0.051783
LBFGS:   92 16:00:24    -1105.824707        0.052761
LBFGS:   93 16:00:24    -1105.826050        0.044993
LBFGS:   94 16:00:24    -1105.826660        0.039016
LBFGS:   95 16:00:24    -1105.826904        0.035248
LBFGS:   96 16:00:24    -1105.827271        0.030285
LBFGS:   97 16:00:24    -1105.827759        0.034493
