       Step     Time          Energy          fmax
LBFGS:   63 16:02:16    -1105.856079        0.019438
LBFGS:   64 16:02:16    -1105.856201        0.018954
LBFGS:   65 16:02:16    -1105.856445        0.020735
LBFGS:   66 16:02:17    -1105.856689        0.022463
LBFGS:   67 16:02:17    -1105.856812        0.015750
LBFGS:   68 16:02:17    -1105.856934        0.010197
LBFGS:   69 16:02:17    -1105.856934        0.010261
LBFGS:   70 16:02:17    -1105.857056        0.010731
LBFGS:   71 16:02:17    -1105.857178        0.015810
LBFGS:   72 16:02:17    -1105.857300        0.014855
LBFGS:   73 16:02:17    -1105.857300        0.010059
LBFGS:   74 16:02:17    -1105.857300        0.006823
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:02:24    -1105.721069        0.220099
LBFGS:    1 16:02:25    -1105.723511        0.209642
LBFGS:    2 16:02:28    -1105.751709        0.106712
LBFGS:    3 16:02:28    -1105.752319        0.090707
LBFGS:    4 16:02:28    -1105.754150        0.055103
LBFGS:    5 16:02:28    -1105.756592        0.043459
LBFGS:    6 16:02:28    -1105.758301        0.031170
LBFGS:    7 16:02:28    -1105.758789        0.028626
LBFGS:    8 16:02:28    -1105.759033        0.028972
LBFGS:    9 16:02:28    -1105.759399        0.026449
LBFGS:   10 16:02:28    -1105.759888        0.020189
LBFGS:   11 16:02:28    -1105.760498        0.019078
LBFGS:   12 16:02:28    -1105.760742        0.017063
LBFGS:   13 16:02:28    -1105.760864        0.016779
LBFGS:   14 16:02:28    -1105.760986        0.016869
LBFGS:   15 16:02:28    -1105.761108        0.018086
LBFGS:   16 16:02:28    -1105.761353        0.015486
LBFGS:   17 16:02:28    -1105.761597        0.012837
LBFGS:   18 16:02:28    -1105.761597        0.013170
LBFGS:   19 16:02:28    -1105.761719        0.012334
LBFGS:   20 16:02:29    -1105.761719        0.016315
LBFGS:   21 16:02:29    -1105.761841        0.017451
LBFGS:   22 16:02:29    -1105.762085        0.012517
LBFGS:   23 16:02:29    -1105.762085        0.012265
LBFGS:   24 16:02:29    -1105.762085        0.010501
LBFGS:   25 16:02:29    -1105.762207        0.007630
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:02:36    -1120.409180        0.106956
LBFGS:    1 16:02:37    -1120.410889        0.104189
LBFGS:    2 16:02:47    -1120.430786        0.053609
LBFGS:    3 16:02:47    -1120.431152        0.046691
LBFGS:    4 16:02:47    -1120.433228        0.038641
LBFGS:    5 16:02:48    -1120.434204        0.028193
LBFGS:    6 16:02:48    -1120.434692        0.025787
LBFGS:    7 16:02:48    -1120.434814        0.023443
LBFGS:    8 16:02:48    -1120.435059        0.016912
LBFGS:    9 16:02:48    -1120.435425        0.015621
LBFGS:   10 16:02:48    -1120.435669        0.015587
LBFGS:   11 16:02:48    -1120.435791        0.017753
LBFGS:   12 16:02:48    -1120.435913        0.014740
LBFGS:   13 16:02:48    -1120.436035        0.013052
LBFGS:   14 16:02:48    -1120.436035        0.012505
LBFGS:   15 16:02:48    -1120.436157        0.011638
LBFGS:   16 16:02:48    -1120.436157        0.012258
LBFGS:   17 16:02:48    -1120.436279        0.010392
LBFGS:   18 16:02:48    -1120.436279        0.009625
       Step     Time          Energy          fmax
LBFGS:    0 16:02:49    -1120.331177        0.253364
LBFGS:    1 16:02:50    -1120.338135        0.250194
LBFGS:    2 16:02:53    -1120.423096        0.120470
LBFGS:    3 16:02:53    -1120.430420        0.081445
LBFGS:    4 16:02:53    -1120.432007        0.077444
LBFGS:    5 16:02:53    -1120.443726        0.046609
LBFGS:    6 16:02:53    -1120.444214        0.043809
LBFGS:    7 16:02:53    -1120.448242        0.034067
LBFGS:    8 16:02:53    -1120.448730        0.029574
LBFGS:    9 16:02:53    -1120.448975        0.025289
LBFGS:   10 16:02:53    -1120.449341        0.020882
LBFGS:   11 16:02:53    -1120.449829        0.017613
LBFGS:   12 16:02:53    -1120.450195        0.016756
LBFGS:   13 16:02:53    -1120.450317        0.016049
LBFGS:   14 16:02:53    -1120.450439        0.015548
LBFGS:   15 16:02:53    -1120.450562        0.014700
LBFGS:   16 16:02:53    -1120.450684        0.013290
LBFGS:   17 16:02:53    -1120.450928        0.011775
LBFGS:   18 16:02:53    -1120.450928        0.012320
LBFGS:   19 16:02:53    -1120.450928        0.011079
LBFGS:   20 16:02:54    -1120.451050        0.009960
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:03:00    -1120.480103        0.199615
LBFGS:    1 16:03:01    -1120.483154        0.191417
LBFGS:    2 16:03:04    -1120.514648        0.090354
LBFGS:    3 16:03:04    -1120.515503        0.069421
LBFGS:    4 16:03:04    -1120.516724        0.052883
LBFGS:    5 16:03:04    -1120.518921        0.035691
LBFGS:    6 16:03:04    -1120.520264        0.055302
LBFGS:    7 16:03:04    -1120.520874        0.057945
LBFGS:    8 16:03:04    -1120.521118        0.047893
LBFGS:    9 16:03:04    -1120.521606        0.027146
LBFGS:   10 16:03:04    -1120.522217        0.017880
LBFGS:   11 16:03:04    -1120.522583        0.017215
LBFGS:   12 16:03:04    -1120.522705        0.014806
LBFGS:   13 16:03:04    -1120.522705        0.012601
LBFGS:   14 16:03:04    -1120.522827        0.012219
LBFGS:   15 16:03:04    -1120.522949        0.009675
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:03:11    -1120.412354        0.210129
LBFGS:    1 16:03:12    -1120.414673        0.200535
LBFGS:    2 16:03:14    -1120.438477        0.074027
LBFGS:    3 16:03:14    -1120.438843        0.067039
LBFGS:    4 16:03:15    -1120.441040        0.030661
LBFGS:    5 16:03:15    -1120.442383        0.024343
LBFGS:    6 16:03:15    -1120.442993        0.021558
LBFGS:    7 16:03:15    -1120.443115        0.019059
LBFGS:    8 16:03:15    -1120.443359        0.016472
LBFGS:    9 16:03:15    -1120.443726        0.013900
LBFGS:   10 16:03:15    -1120.443970        0.015970
LBFGS:   11 16:03:15    -1120.444092        0.017640
LBFGS:   12 16:03:15    -1120.444214        0.014356
LBFGS:   13 16:03:15    -1120.444214        0.010045
LBFGS:   14 16:03:15    -1120.444336        0.009394
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:03:23    -1120.289185        0.096614
LBFGS:    1 16:03:24    -1120.290161        0.094952
LBFGS:    2 16:03:27    -1120.304443        0.040174
LBFGS:    3 16:03:27    -1120.304810        0.041048
LBFGS:    4 16:03:27    -1120.305908        0.037938
LBFGS:    5 16:03:27    -1120.307251        0.026086
LBFGS:    6 16:03:27    -1120.307983        0.026077
LBFGS:    7 16:03:27    -1120.308350        0.026320
LBFGS:    8 16:03:27    -1120.308472        0.026516
LBFGS:    9 16:03:27    -1120.308838        0.023579
LBFGS:   10 16:03:27    -1120.309326        0.016495
LBFGS:   11 16:03:27    -1120.309570        0.024065
LBFGS:   12 16:03:27    -1120.309692        0.022722
LBFGS:   13 16:03:27    -1120.309692        0.017098
LBFGS:   14 16:03:27    -1120.309814        0.011272
LBFGS:   15 16:03:27    -1120.310059        0.009831
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:03:35    -1120.371460        0.095834
LBFGS:    1 16:03:36    -1120.372925        0.094019
LBFGS:    2 16:03:38    -1120.389160        0.039938
LBFGS:    3 16:03:38    -1120.389526        0.039171
LBFGS:    4 16:03:38    -1120.390381        0.038305
LBFGS:    5 16:03:38    -1120.391357        0.031307
LBFGS:    6 16:03:38    -1120.392090        0.025119
LBFGS:    7 16:03:39    -1120.392334        0.021422
LBFGS:    8 16:03:39    -1120.392456        0.017713
LBFGS:    9 16:03:39    -1120.392700        0.014792
LBFGS:   10 16:03:39    -1120.392944        0.013527
LBFGS:   11 16:03:39    -1120.393188        0.015634
LBFGS:   12 16:03:39    -1120.393188        0.017152
LBFGS:   13 16:03:39    -1120.393311        0.016666
LBFGS:   14 16:03:39    -1120.393311        0.013911
LBFGS:   15 16:03:39    -1120.393433        0.010477
LBFGS:   16 16:03:39    -1120.393555        0.013965
LBFGS:   17 16:03:39    -1120.393555        0.014901
LBFGS:   18 16:03:39    -1120.393555        0.012045
LBFGS:   19 16:03:39    -1120.393677        0.006424
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:03:46    -1120.316895        0.081804
LBFGS:    1 16:03:47    -1120.318237        0.078969
LBFGS:    2 16:03:50    -1120.333374        0.052826
LBFGS:    3 16:03:50    -1120.333740        0.046164
LBFGS:    4 16:03:50    -1120.336548        0.027045
LBFGS:    5 16:03:50    -1120.336914        0.028039
LBFGS:    6 16:03:50    -1120.337158        0.027401
LBFGS:    7 16:03:50    -1120.337402        0.021167
LBFGS:    8 16:03:50    -1120.337891        0.017449
LBFGS:    9 16:03:50    -1120.338257        0.014758
LBFGS:   10 16:03:50    -1120.338379        0.017235
LBFGS:   11 16:03:50    -1120.338379        0.014899
LBFGS:   12 16:03:50    -1120.338501        0.008455
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:03:57    -1120.199585        0.148421
LBFGS:    1 16:03:58    -1120.201172        0.142515
LBFGS:    2 16:04:00    -1120.215820        0.095934
LBFGS:    3 16:04:00    -1120.216431        0.072738
LBFGS:    4 16:04:00    -1120.217041        0.055449
LBFGS:    5 16:04:00    -1120.218750        0.040837
LBFGS:    6 16:04:00    -1120.219971        0.034295
LBFGS:    7 16:04:01    -1120.220581        0.029891
LBFGS:    8 16:04:01    -1120.220825        0.027827
LBFGS:    9 16:04:01    -1120.221069        0.026620
LBFGS:   10 16:04:01    -1120.221558        0.023620
LBFGS:   11 16:04:01    -1120.222046        0.022562
LBFGS:   12 16:04:01    -1120.222290        0.022295
LBFGS:   13 16:04:01    -1120.222412        0.017457
LBFGS:   14 16:04:01    -1120.222534        0.019873
LBFGS:   15 16:04:01    -1120.222656        0.020590
LBFGS:   16 16:04:01    -1120.222900        0.013914
LBFGS:   17 16:04:01    -1120.223022        0.015725
LBFGS:   18 16:04:01    -1120.223145        0.012811
LBFGS:   19 16:04:01    -1120.223145        0.012932
LBFGS:   20 16:04:01    -1120.223267        0.015492
LBFGS:   21 16:04:01    -1120.223389        0.013815
LBFGS:   22 16:04:01    -1120.223511        0.011429
LBFGS:   23 16:04:01    -1120.223511        0.013070
LBFGS:   24 16:04:01    -1120.223633        0.013940
LBFGS:   25 16:04:01    -1120.223633        0.015029
LBFGS:   26 16:04:01    -1120.223755        0.017710
LBFGS:   27 16:04:01    -1120.223999        0.024919
LBFGS:   28 16:04:01    -1120.224243        0.034761
LBFGS:   29 16:04:01    -1120.224365        0.032197
LBFGS:   30 16:04:02    -1120.224609        0.031598
LBFGS:   31 16:04:02    -1120.224854        0.030126
LBFGS:   32 16:04:02    -1120.225098        0.025871
LBFGS:   33 16:04:02    -1120.225464        0.027148
LBFGS:   34 16:04:02    -1120.225708        0.028597
LBFGS:   35 16:04:02    -1120.225830        0.023847
LBFGS:   36 16:04:02    -1120.225830        0.017650
LBFGS:   37 16:04:02    -1120.226074        0.014103
LBFGS:   38 16:04:02    -1120.226196        0.015825
LBFGS:   39 16:04:02    -1120.226318        0.019595
LBFGS:   40 16:04:02    -1120.226318        0.017802
LBFGS:   41 16:04:02    -1120.226318        0.013523
LBFGS:   42 16:04:02    -1120.226440        0.007290
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:04:09    -1120.331909        0.102001
LBFGS:    1 16:04:10    -1120.333374        0.097077
LBFGS:    2 16:04:12    -1120.350952        0.053669
LBFGS:    3 16:04:12    -1120.351440        0.051900
LBFGS:    4 16:04:12    -1120.355347        0.051642
LBFGS:    5 16:04:12    -1120.356079        0.055006
LBFGS:    6 16:04:13    -1120.356445        0.056935
LBFGS:    7 16:04:13    -1120.356934        0.057958
LBFGS:    8 16:04:13    -1120.357910        0.057467
LBFGS:    9 16:04:13    -1120.358887        0.054624
LBFGS:   10 16:04:13    -1120.359497        0.051684
LBFGS:   11 16:04:13    -1120.359863        0.049934
LBFGS:   12 16:04:13    -1120.360474        0.048133
LBFGS:   13 16:04:13    -1120.361694        0.045587
LBFGS:   14 16:04:13    -1120.363159        0.057544
LBFGS:   15 16:04:13    -1120.364014        0.057412
LBFGS:   16 16:04:13    -1120.364990        0.047039
LBFGS:   17 16:04:13    -1120.365479        0.045714
LBFGS:   18 16:04:13    -1120.366455        0.034094
LBFGS:   19 16:04:13    -1120.367310        0.023270
LBFGS:   20 16:04:13    -1120.367676        0.019729
LBFGS:   21 16:04:13    -1120.367798        0.016590
LBFGS:   22 16:04:13    -1120.368042        0.017656
LBFGS:   23 16:04:13    -1120.368164        0.016439
LBFGS:   24 16:04:13    -1120.368408        0.014541
LBFGS:   25 16:04:13    -1120.368530        0.012100
LBFGS:   26 16:04:13    -1120.368530        0.009950
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:04:20    -1120.366455        0.110152
LBFGS:    1 16:04:21    -1120.367554        0.103915
LBFGS:    2 16:04:24    -1120.380127        0.072346
LBFGS:    3 16:04:24    -1120.380493        0.070406
LBFGS:    4 16:04:24    -1120.385254        0.034094
LBFGS:    5 16:04:24    -1120.385620        0.032720
LBFGS:    6 16:04:24    -1120.386230        0.027483
LBFGS:    7 16:04:24    -1120.386841        0.024215
LBFGS:    8 16:04:24    -1120.387573        0.028318
LBFGS:    9 16:04:24    -1120.387817        0.024730
LBFGS:   10 16:04:24    -1120.388062        0.025554
LBFGS:   11 16:04:24    -1120.388184        0.022162
LBFGS:   12 16:04:24    -1120.388550        0.015690
LBFGS:   13 16:04:24    -1120.388794        0.015374
LBFGS:   14 16:04:24    -1120.388916        0.014564
LBFGS:   15 16:04:24    -1120.389038        0.014372
LBFGS:   16 16:04:24    -1120.389160        0.013242
LBFGS:   17 16:04:24    -1120.389282        0.010575
LBFGS:   18 16:04:24    -1120.389404        0.011388
LBFGS:   19 16:04:24    -1120.389526        0.010561
LBFGS:   20 16:04:24    -1120.389526        0.009154
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:04:33    -1120.408447        0.104452
LBFGS:    1 16:04:34    -1120.410278        0.102106
LBFGS:    2 16:04:37    -1120.430786        0.056089
LBFGS:    3 16:04:37    -1120.431274        0.047485
LBFGS:    4 16:04:37    -1120.433472        0.035371
LBFGS:    5 16:04:37    -1120.434570        0.024016
LBFGS:    6 16:04:37    -1120.435059        0.024357
LBFGS:    7 16:04:37    -1120.435181        0.022456
LBFGS:    8 16:04:37    -1120.435425        0.020506
LBFGS:    9 16:04:37    -1120.435791        0.017427
LBFGS:   10 16:04:37    -1120.436157        0.012500
LBFGS:   11 16:04:37    -1120.436279        0.013775
LBFGS:   12 16:04:37    -1120.436279        0.010786
LBFGS:   13 16:04:37    -1120.436279        0.007625
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:04:44    -1120.457275        0.224913
LBFGS:    1 16:04:45    -1120.459717        0.215339
LBFGS:    2 16:04:48    -1120.488037        0.093521
LBFGS:    3 16:04:48    -1120.488647        0.080069
LBFGS:    4 16:04:48    -1120.490112        0.051422
LBFGS:    5 16:04:48    -1120.492065        0.034879
LBFGS:    6 16:04:48    -1120.493530        0.026713
LBFGS:    7 16:04:48    -1120.494019        0.022488
LBFGS:    8 16:04:48    -1120.494263        0.022563
LBFGS:    9 16:04:48    -1120.494507        0.020268
LBFGS:   10 16:04:48    -1120.494995        0.016417
LBFGS:   11 16:04:48    -1120.495361        0.014522
LBFGS:   12 16:04:48    -1120.495483        0.013189
LBFGS:   13 16:04:48    -1120.495605        0.011286
LBFGS:   14 16:04:48    -1120.495605        0.012337
LBFGS:   15 16:04:48    -1120.495728        0.010582
LBFGS:   16 16:04:48    -1120.495850        0.008458
       Step     Time          Energy          fmax
LBFGS:    0 16:04:50    -1120.261475        0.206748
LBFGS:    1 16:04:50    -1120.267578        0.199259
LBFGS:    2 16:04:53    -1120.332886        0.142357
LBFGS:    3 16:04:53    -1120.335693        0.107593
LBFGS:    4 16:04:53    -1120.338013        0.093026
LBFGS:    5 16:04:53    -1120.346191        0.070759
LBFGS:    6 16:04:53    -1120.350220        0.068983
LBFGS:    7 16:04:53    -1120.352051        0.065225
LBFGS:    8 16:04:53    -1120.352783        0.050536
LBFGS:    9 16:04:53    -1120.354004        0.047727
LBFGS:   10 16:04:53    -1120.355347        0.036475
LBFGS:   11 16:04:53    -1120.356323        0.053441
LBFGS:   12 16:04:53    -1120.356689        0.051301
LBFGS:   13 16:04:53    -1120.356934        0.039527
LBFGS:   14 16:04:53    -1120.357422        0.036646
LBFGS:   15 16:04:54    -1120.357910        0.032471
LBFGS:   16 16:04:54    -1120.358276        0.034051
LBFGS:   17 16:04:54    -1120.358398        0.034707
LBFGS:   18 16:04:54    -1120.358521        0.026987
LBFGS:   19 16:04:54    -1120.358765        0.018623
LBFGS:   20 16:04:54    -1120.358887        0.015715
LBFGS:   21 16:04:54    -1120.359009        0.013938
LBFGS:   22 16:04:54    -1120.359009        0.010833
LBFGS:   23 16:04:54    -1120.359009        0.007143
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:05:01    -1120.339355        0.094798
LBFGS:    1 16:05:02    -1120.340454        0.089550
LBFGS:    2 16:05:04    -1120.352783        0.043355
LBFGS:    3 16:05:04    -1120.353149        0.042075
LBFGS:    4 16:05:04    -1120.356323        0.022379
LBFGS:    5 16:05:04    -1120.356445        0.021519
LBFGS:    6 16:05:04    -1120.357666        0.019210
LBFGS:    7 16:05:04    -1120.357788        0.017937
LBFGS:    8 16:05:04    -1120.357910        0.012242
LBFGS:    9 16:05:04    -1120.358032        0.010019
LBFGS:   10 16:05:04    -1120.358154        0.009989
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:05:12    -1120.302856        0.201083
LBFGS:    1 16:05:12    -1120.304565        0.192589
LBFGS:    2 16:05:15    -1120.323608        0.062443
LBFGS:    3 16:05:15    -1120.323975        0.054038
LBFGS:    4 16:05:15    -1120.327026        0.055321
LBFGS:    5 16:05:15    -1120.327271        0.059107
LBFGS:    6 16:05:15    -1120.327759        0.050403
LBFGS:    7 16:05:15    -1120.328247        0.029538
LBFGS:    8 16:05:15    -1120.328735        0.018219
LBFGS:    9 16:05:15    -1120.328857        0.019700
LBFGS:   10 16:05:15    -1120.328857        0.019898
LBFGS:   11 16:05:15    -1120.328979        0.015809
LBFGS:   12 16:05:15    -1120.329224        0.013354
LBFGS:   13 16:05:15    -1120.329224        0.012276
LBFGS:   14 16:05:15    -1120.329346        0.012995
LBFGS:   15 16:05:15    -1120.329346        0.013766
LBFGS:   16 16:05:15    -1120.329468        0.011809
LBFGS:   17 16:05:15    -1120.329590        0.009861
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:05:22    -1120.375732        0.099191
LBFGS:    1 16:05:23    -1120.377441        0.095396
LBFGS:    2 16:05:26    -1120.397827        0.038183
LBFGS:    3 16:05:26    -1120.398193        0.036959
LBFGS:    4 16:05:26    -1120.401489        0.028868
LBFGS:    5 16:05:26    -1120.401611        0.027451
LBFGS:    6 16:05:26    -1120.402832        0.017013
LBFGS:    7 16:05:26    -1120.402954        0.016188
LBFGS:    8 16:05:26    -1120.403076        0.013784
LBFGS:    9 16:05:26    -1120.403320        0.014740
LBFGS:   10 16:05:26    -1120.403442        0.013678
LBFGS:   11 16:05:26    -1120.403564        0.017260
LBFGS:   12 16:05:26    -1120.403687        0.016640
LBFGS:   13 16:05:26    -1120.403687        0.013376
LBFGS:   14 16:05:26    -1120.403809        0.009969
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:05:35    -1120.326538        0.178796
LBFGS:    1 16:05:35    -1120.328857        0.172436
LBFGS:    2 16:05:38    -1120.354492        0.080222
LBFGS:    3 16:05:38    -1120.354980        0.065044
LBFGS:    4 16:05:38    -1120.356567        0.042489
LBFGS:    5 16:05:38    -1120.358032        0.034965
LBFGS:    6 16:05:38    -1120.358887        0.053205
LBFGS:    7 16:05:38    -1120.359375        0.050546
LBFGS:    8 16:05:38    -1120.359741        0.046730
LBFGS:    9 16:05:39    -1120.360352        0.046757
LBFGS:   10 16:05:39    -1120.360840        0.035936
LBFGS:   11 16:05:39    -1120.361084        0.026944
LBFGS:   12 16:05:39    -1120.361206        0.023473
LBFGS:   13 16:05:39    -1120.361328        0.016389
LBFGS:   14 16:05:39    -1120.361450        0.010883
LBFGS:   15 16:05:39    -1120.361694        0.010568
LBFGS:   16 16:05:39    -1120.361816        0.013147
LBFGS:   17 16:05:39    -1120.361816        0.012117
LBFGS:   18 16:05:39    -1120.361816        0.010081
LBFGS:   19 16:05:39    -1120.361938        0.008962
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:05:46    -1120.343262        0.117633
LBFGS:    1 16:05:47    -1120.344849        0.112752
LBFGS:    2 16:05:50    -1120.360962        0.082020
LBFGS:    3 16:05:50    -1120.361450        0.073265
LBFGS:    4 16:05:50    -1120.364014        0.064656
LBFGS:    5 16:05:50    -1120.365967        0.065696
LBFGS:    6 16:05:50    -1120.367310        0.066264
LBFGS:    7 16:05:50    -1120.367798        0.066557
LBFGS:    8 16:05:50    -1120.368408        0.067335
LBFGS:    9 16:05:50    -1120.369263        0.070101
LBFGS:   10 16:05:50    -1120.370728        0.076735
LBFGS:   11 16:05:50    -1120.372070        0.086395
LBFGS:   12 16:05:50    -1120.373169        0.095628
LBFGS:   13 16:05:50    -1120.374268        0.106959
LBFGS:   14 16:05:50    -1120.376831        0.139816
LBFGS:   15 16:05:50    -1120.382568        0.211190
LBFGS:   16 16:05:50    -1120.388672        0.210784
LBFGS:   17 16:05:51    -1120.402100        0.205616
LBFGS:   18 16:05:51    -1120.411865        0.167044
LBFGS:   19 16:05:51    -1120.416504        0.153059
LBFGS:   20 16:05:51    -1120.420288        0.145377
LBFGS:   21 16:05:51    -1120.435547        0.076398
LBFGS:   22 16:05:51    -1120.437012        0.067433
LBFGS:   23 16:05:51    -1120.438354        0.045240
LBFGS:   24 16:05:51    -1120.439453        0.041948
LBFGS:   25 16:05:51    -1120.441284        0.036717
LBFGS:   26 16:05:51    -1120.442383        0.024381
LBFGS:   27 16:05:51    -1120.442749        0.023557
LBFGS:   28 16:05:51    -1120.442993        0.024947
LBFGS:   29 16:05:51    -1120.443237        0.022638
LBFGS:   30 16:05:51    -1120.443604        0.014719
LBFGS:   31 16:05:51    -1120.443848        0.016735
LBFGS:   32 16:05:51    -1120.443970        0.014359
LBFGS:   33 16:05:51    -1120.444092        0.011584
LBFGS:   34 16:05:51    -1120.444214        0.010874
LBFGS:   35 16:05:51    -1120.444336        0.009642
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:05:59    -1120.316528        0.083444
LBFGS:    1 16:05:59    -1120.317627        0.079494
LBFGS:    2 16:06:02    -1120.329590        0.060674
LBFGS:    3 16:06:02    -1120.329956        0.055200
LBFGS:    4 16:06:02    -1120.332520        0.028180
LBFGS:    5 16:06:02    -1120.332642        0.027827
LBFGS:    6 16:06:02    -1120.333618        0.012601
LBFGS:    7 16:06:02    -1120.333740        0.014490
LBFGS:    8 16:06:02    -1120.333862        0.019203
LBFGS:    9 16:06:02    -1120.333984        0.020873
LBFGS:   10 16:06:02    -1120.334106        0.014083
LBFGS:   11 16:06:02    -1120.334106        0.008777
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:06:09    -1120.332642        0.191480
LBFGS:    1 16:06:10    -1120.335327        0.183379
LBFGS:    2 16:06:13    -1120.362549        0.091310
LBFGS:    3 16:06:13    -1120.363403        0.089217
LBFGS:    4 16:06:13    -1120.371826        0.048879
LBFGS:    5 16:06:13    -1120.372192        0.048839
LBFGS:    6 16:06:13    -1120.375732        0.046226
LBFGS:    7 16:06:13    -1120.376587        0.044244
LBFGS:    8 16:06:13    -1120.377075        0.042568
LBFGS:    9 16:06:13    -1120.377441        0.044813
LBFGS:   10 16:06:13    -1120.378296        0.040793
LBFGS:   11 16:06:13    -1120.379028        0.038903
LBFGS:   12 16:06:13    -1120.379639        0.039003
LBFGS:   13 16:06:13    -1120.379883        0.039145
LBFGS:   14 16:06:13    -1120.380127        0.039185
LBFGS:   15 16:06:13    -1120.380615        0.039424
LBFGS:   16 16:06:13    -1120.381348        0.040950
LBFGS:   17 16:06:13    -1120.382080        0.044367
LBFGS:   18 16:06:13    -1120.382568        0.046335
LBFGS:   19 16:06:13    -1120.382935        0.046920
LBFGS:   20 16:06:13    -1120.383545        0.047156
LBFGS:   21 16:06:13    -1120.384521        0.044876
LBFGS:   22 16:06:13    -1120.385620        0.042611
LBFGS:   23 16:06:14    -1120.386475        0.058985
LBFGS:   24 16:06:14    -1120.387085        0.054348
LBFGS:   25 16:06:14    -1120.387573        0.039837
LBFGS:   26 16:06:14    -1120.388184        0.025601
LBFGS:   27 16:06:14    -1120.388916        0.023502
LBFGS:   28 16:06:14    -1120.389526        0.032570
LBFGS:   29 16:06:14    -1120.389771        0.028507
LBFGS:   30 16:06:14    -1120.390015        0.016913
LBFGS:   31 16:06:14    -1120.390259        0.013292
LBFGS:   32 16:06:14    -1120.390503        0.013467
LBFGS:   33 16:06:14    -1120.390625        0.012014
LBFGS:   34 16:06:14    -1120.390625        0.009359
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:06:21    -1120.421021        0.194468
LBFGS:    1 16:06:22    -1120.423218        0.185102
LBFGS:    2 16:06:24    -1120.445068        0.084285
LBFGS:    3 16:06:24    -1120.445435        0.077687
LBFGS:    4 16:06:24    -1120.448853        0.021601
LBFGS:    5 16:06:24    -1120.449219        0.019564
LBFGS:    6 16:06:24    -1120.449341        0.016717
LBFGS:    7 16:06:25    -1120.449463        0.014032
LBFGS:    8 16:06:25    -1120.449829        0.013060
LBFGS:    9 16:06:25    -1120.450073        0.012188
LBFGS:   10 16:06:25    -1120.450195        0.012773
LBFGS:   11 16:06:25    -1120.450195        0.012277
LBFGS:   12 16:06:25    -1120.450317        0.010225
LBFGS:   13 16:06:25    -1120.450317        0.007729
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:06:32    -1120.412354        0.210130
LBFGS:    1 16:06:33    -1120.414673        0.200536
LBFGS:    2 16:06:35    -1120.438477        0.074026
LBFGS:    3 16:06:35    -1120.438843        0.067039
LBFGS:    4 16:06:35    -1120.441040        0.030660
LBFGS:    5 16:06:35    -1120.442383        0.024340
LBFGS:    6 16:06:35    -1120.442993        0.021556
LBFGS:    7 16:06:35    -1120.443115        0.019056
LBFGS:    8 16:06:35    -1120.443359        0.016471
LBFGS:    9 16:06:35    -1120.443726        0.013899
LBFGS:   10 16:06:35    -1120.443970        0.015972
LBFGS:   11 16:06:35    -1120.444092        0.017638
LBFGS:   12 16:06:35    -1120.444214        0.014351
LBFGS:   13 16:06:36    -1120.444214        0.010047
LBFGS:   14 16:06:36    -1120.444336        0.009396
Using device: cuda
Skipping neb calculation
       Step     Time          Energy          fmax
LBFGS:    0 16:06:44    -1119.801270        0.112691
LBFGS:    1 16:06:45    -1119.803223        0.108818
LBFGS:    2 16:06:48    -1119.824219        0.087458
LBFGS:    3 16:06:48    -1119.824707        0.073176
LBFGS:    4 16:06:48    -1119.825806        0.030205
LBFGS:    5 16:06:48    -1119.826904        0.022408
LBFGS:    6 16:06:48    -1119.827515        0.047790
LBFGS:    7 16:06:48    -1119.827759        0.048325
LBFGS:    8 16:06:48    -1119.827881        0.040305
